Appliances_Rolling,Appliances_Lag1,Appliances_Lag3,Hour,lights,RH_out,T2,T6,T_out,RH_8,Appliances
125.0,100.0,175.0,19.0,10.0,0.6543031805695321,-0.1404002039306938,-0.3466129190630023,-0.26548651304064613,49.2,100.0
96.66666666666667,100.0,175.0,19.0,10.0,0.6207477325929934,-0.07959841607659594,-0.3586541370843395,-0.26548651304064613,49.6333333333333,90.0
86.66666666666667,90.0,100.0,19.0,30.0,0.5871922846164547,-0.06439796911309496,-0.39149382259707893,-0.26548651304064613,50.0266666666667,70.0
80.0,70.0,100.0,20.0,30.0,0.553636836639916,-0.06439796911309496,-0.42323885192606153,-0.26548651304064613,50.2,80.0
96.66666666666667,80.0,90.0,20.0,40.0,0.5424516873144009,-0.06439796911309496,-0.42323885192606153,-0.26548651304064613,50.26,140.0
113.33333333333333,140.0,70.0,20.0,20.0,0.5312665379888925,-0.06439796911309496,-0.4013457282509007,-0.26548651304064613,50.23,120.0
145.0,120.0,80.0,20.0,40.0,0.5200813886633773,-0.03703716457876438,-0.3958724473321114,-0.26548651304064613,50.29,175.0
135.0,175.0,140.0,20.0,40.0,0.5088962393378621,-0.02335676231160071,-0.38602054167828964,-0.26548651304064613,50.1633333333333,110.0
131.66666666666666,110.0,120.0,20.0,40.0,0.4977110900123537,0.0070441316154482144,-0.3756213079325894,-0.26548651304064613,50.03,110.0
110.0,110.0,175.0,21.0,30.0,0.4865259406868386,0.03896507023883282,-0.3526335280736719,-0.26548651304064613,49.76,110.0
110.0,110.0,110.0,21.0,20.0,0.4977110900123537,0.0724060535585531,-0.37014802701379834,-0.2780242655840487,49.7,110.0
106.66666666666667,110.0,110.0,21.0,30.0,0.5088962393378621,0.08760650052205245,-0.3909464945052004,-0.2905620181274494,49.6333333333333,100.0
103.33333333333333,100.0,110.0,21.0,20.0,0.5200813886633773,0.1484082883761503,-0.4068190091696917,-0.303099770670852,49.433333333333294,100.0
100.0,100.0,110.0,21.0,20.0,0.5312665379888925,0.16360873533965128,-0.3958724473321114,-0.31563752321425453,49.4,100.0
100.0,100.0,100.0,21.0,20.0,0.5424516873144009,0.16360873533965128,-0.3810945888513787,-0.32817527575765526,49.3266666666667,100.0
103.33333333333333,100.0,100.0,22.0,20.0,0.553636836639916,0.20464994214114554,-0.3810945888513787,-0.3407130283010578,49.1633333333333,110.0
128.33333333333334,110.0,100.0,22.0,20.0,0.5424516873144009,0.20464994214114554,-0.37014802701379834,-0.3313097138935062,49.03,175.0
153.33333333333334,175.0,100.0,22.0,20.0,0.5312665379888925,0.2502512830316954,-0.341139638144213,-0.32190639948595484,48.863333333333294,175.0
175.0,175.0,110.0,22.0,30.0,0.5200813886633773,0.2836922663514141,-0.3301930763066325,-0.3125030850784034,48.863333333333294,175.0
175.0,175.0,175.0,22.0,20.0,0.5088962393378621,0.30041275801129935,-0.3137732335502629,-0.303099770670852,48.95,175.0
136.66666666666666,175.0,175.0,22.0,20.0,0.4977110900123537,0.30041275801129935,-0.3137732335502629,-0.29369645626330054,49.23,60.0
98.33333333333333,60.0,175.0,23.0,20.0,0.4865259406868386,0.30041275801129935,-0.31924651446905217,-0.28429314185574894,49.43,60.0
60.0,60.0,175.0,23.0,20.0,0.5424516873144009,0.30041275801129935,-0.3301930763066325,-0.303099770670852,49.89,60.0
56.666666666666664,60.0,60.0,23.0,10.0,0.5983774339419698,0.30041275801129935,-0.3526335280736719,-0.32190639948595484,50.1633333333333,50.0
60.0,50.0,60.0,23.0,20.0,0.6543031805695321,0.26697177469157907,-0.3756213079325894,-0.3407130283010578,50.463333333333296,70.0
60.0,70.0,60.0,23.0,20.0,0.7102289271970944,0.2502512830316954,-0.3810945888513787,-0.3595196571161607,50.723333333333294,60.0
56.666666666666664,60.0,50.0,23.0,20.0,0.7661546738246634,0.20464994214114554,-0.3810945888513787,-0.3783262859312635,50.963333333333296,40.0
46.666666666666664,40.0,70.0,0.0,10.0,0.8220804204522256,0.20464994214114554,-0.3810945888513787,-0.3971329147463665,51.1633333333333,40.0
36.666666666666664,40.0,60.0,0.0,20.0,0.8220804204522256,0.16360873533965128,-0.3909464945052004,-0.4034017910180668,51.5,30.0
36.666666666666664,30.0,40.0,0.0,20.0,0.8220804204522256,0.13320784141260397,-0.3909464945052004,-0.4096706672897691,51.56,40.0
40.0,40.0,40.0,0.0,20.0,0.8220804204522256,0.11800739444910299,-0.3909464945052004,-0.4159395435614694,51.86,50.0
88.33333333333333,50.0,30.0,0.0,10.0,0.8220804204522256,0.11800739444910299,-0.41229229008848106,-0.4222084198331698,52.0,175.0
133.33333333333334,175.0,40.0,0.0,20.0,0.8220804204522256,0.0724060535585531,-0.4451319756012205,-0.4284772961048721,52.09,175.0
175.0,175.0,50.0,1.0,20.0,0.8220804204522256,0.0724060535585531,-0.499864784789119,-0.43474617237657237,52.1633333333333,175.0
175.0,175.0,175.0,1.0,20.0,0.8220804204522256,0.022244578578949185,-0.48891822295154025,-0.43161173424072125,52.5,175.0
156.66666666666666,175.0,175.0,1.0,10.0,0.8220804204522256,0.022244578578949185,-0.4779716611139599,-0.4284772961048721,52.9,120.0
115.0,120.0,175.0,1.0,0.0,0.8220804204522256,-0.02335676231160071,-0.499864784789119,-0.42534285796902077,53.5,50.0
70.0,50.0,175.0,1.0,0.0,0.8220804204522256,-0.05071756684592968,-0.5228525646480365,-0.4222084198331698,53.96,40.0
46.666666666666664,40.0,120.0,1.0,0.0,0.8220804204522256,-0.06439796911309496,-0.5655441558145977,-0.4190739816973205,54.463333333333296,50.0
43.333333333333336,50.0,50.0,2.0,0.0,0.8220804204522256,-0.06439796911309496,-0.5874372794897585,-0.4159395435614694,54.7225,40.0
46.666666666666664,40.0,40.0,2.0,0.0,0.8220804204522256,-0.10999931000364324,-0.6164456683593439,-0.4284772961048721,54.9666666666667,50.0
46.666666666666664,50.0,50.0,2.0,0.0,0.8220804204522256,-0.10999931000364324,-0.6164456683593439,-0.4410150486482727,54.9666666666667,50.0
50.0,50.0,40.0,2.0,0.0,0.8220804204522256,-0.15560065089419314,-0.5874372794897585,-0.45355280119167524,54.9,50.0
46.666666666666664,50.0,50.0,2.0,0.0,0.8220804204522256,-0.15560065089419314,-0.5874372794897585,-0.4660905537350778,54.863333333333294,40.0
43.333333333333336,40.0,50.0,2.0,0.0,0.8220804204522256,-0.15560065089419314,-0.6109723874405545,-0.4786283062784785,54.79,40.0
36.666666666666664,40.0,50.0,3.0,0.0,0.8220804204522256,-0.20576212587379705,-0.6317708549319567,-0.4911660588218811,54.9,30.0
30.0,30.0,40.0,3.0,0.0,0.8332655697777408,-0.2361630198008476,-0.6646105404446961,-0.48803162068602995,54.9666666666667,20.0
23.333333333333332,20.0,40.0,3.0,0.0,0.8444507191032492,-0.25136346676434695,-0.6766517584660333,-0.48489718255018077,55.09,20.0
26.666666666666668,20.0,30.0,3.0,0.0,0.8556358684287644,-0.25136346676434695,-0.659410923571845,-0.48176274441432965,55.03,40.0
36.666666666666664,40.0,20.0,3.0,0.0,0.8668210177542796,-0.2650438690315106,-0.6109723874405545,-0.4786283062784785,54.863333333333294,50.0
46.666666666666664,50.0,20.0,3.0,0.0,0.878006167079788,-0.2924046735658412,-0.5989311694192174,-0.4754938681426294,54.73,50.0
46.666666666666664,50.0,40.0,4.0,0.0,0.8891913164053031,-0.2924046735658412,-0.566091483906478,-0.47235943000677805,54.56,40.0
46.666666666666664,40.0,50.0,4.0,0.0,0.8668210177542796,-0.3228055674928885,-0.5452930164150758,-0.4692249918709271,54.5,50.0
43.333333333333336,50.0,50.0,4.0,0.0,0.8444507191032492,-0.3380060144563895,-0.5228525646480365,-0.4660905537350778,54.5,40.0
43.333333333333336,40.0,40.0,4.0,0.0,0.8220804204522256,-0.3380060144563895,-0.5108113466266994,-0.46295611559922667,54.5,40.0
40.0,40.0,50.0,4.0,0.0,0.799710121801202,-0.3532064614198937,-0.5108113466266994,-0.4598216774633755,54.4,40.0
46.666666666666664,40.0,40.0,4.0,0.0,0.7773398231501718,-0.3836073553469394,-0.5108113466266994,-0.45668723932752636,54.4,60.0
50.0,60.0,40.0,5.0,0.0,0.7549695244991482,-0.3836073553469394,-0.5108113466266994,-0.45355280119167524,54.29,50.0
53.333333333333336,50.0,40.0,5.0,0.0,0.799710121801202,-0.4170483386666597,-0.5108113466266994,-0.45668723932752636,54.23,50.0
46.666666666666664,50.0,60.0,5.0,0.0,0.8444507191032492,-0.4337688303265433,-0.5168319556373688,-0.4598216774633755,54.045,40.0
43.333333333333336,40.0,50.0,5.0,0.0,0.8891913164053031,-0.4337688303265433,-0.5168319556373688,-0.46295611559922667,54.0,40.0
40.0,40.0,50.0,5.0,0.0,0.933931913707357,-0.4337688303265433,-0.5053380657079101,-0.4660905537350778,54.0,40.0
40.0,40.0,40.0,5.0,0.0,0.9786725110094041,-0.4337688303265433,-0.5053380657079101,-0.4692249918709271,53.9,40.0
43.333333333333336,40.0,40.0,6.0,0.0,1.023413108311458,-0.4793701712170932,-0.49439150387032954,-0.47235943000677805,53.8266666666667,50.0
53.333333333333336,50.0,40.0,6.0,10.0,1.0010428096604342,-0.4793701712170932,-0.4783821571828692,-0.4660905537350778,53.79,70.0
53.333333333333336,70.0,40.0,6.0,0.0,0.9786725110094041,-0.4793701712170932,-0.4631938026332272,-0.4598216774633755,53.79,40.0
46.666666666666664,40.0,50.0,6.0,0.0,0.9563022123583805,-0.4793701712170932,-0.4779716611139599,-0.45355280119167524,53.76,30.0
30.0,30.0,70.0,6.0,10.0,0.933931913707357,-0.5122031366582883,-0.4779716611139599,-0.44728392491997493,53.7,20.0
26.666666666666668,20.0,40.0,6.0,0.0,0.9115616150563267,-0.5204113780185875,-0.48344494203274924,-0.4410150486482727,53.875,30.0
30.0,30.0,30.0,7.0,10.0,0.8891913164053031,-0.5204113780185875,-0.49439150387032954,-0.43474617237657237,54.0,40.0
40.0,40.0,20.0,7.0,10.0,0.8668210177542796,-0.5204113780185875,-0.48891822295154025,-0.43474617237657237,54.06,50.0
50.0,50.0,30.0,7.0,20.0,0.8444507191032492,-0.5204113780185875,-0.48891822295154025,-0.43474617237657237,53.8,60.0
56.666666666666664,60.0,40.0,7.0,20.0,0.8220804204522256,-0.5318117132412241,-0.4779716611139599,-0.43474617237657237,53.15,60.0
63.333333333333336,60.0,50.0,7.0,20.0,0.799710121801202,-0.5660127189091357,-0.4779716611139599,-0.43474617237657237,52.8,70.0
63.333333333333336,70.0,60.0,7.0,30.0,0.7773398231501718,-0.5660127189091357,-0.4779716611139599,-0.43474617237657237,52.363333333333294,60.0
90.0,60.0,60.0,8.0,20.0,0.7549695244991482,-0.5660127189091357,-0.4681197554601382,-0.43474617237657237,51.963333333333296,140.0
103.33333333333333,140.0,70.0,8.0,30.0,0.7549695244991482,-0.5812131658726399,-0.4631938026332272,-0.4441494867841238,51.6333333333333,110.0
113.33333333333333,110.0,60.0,8.0,10.0,0.7549695244991482,-0.6014804284906844,-0.4631938026332272,-0.45355280119167524,51.395,90.0
86.66666666666667,90.0,140.0,8.0,0.0,0.7549695244991482,-0.5660127189091357,-0.4779716611139599,-0.46295611559922667,51.045,60.0
70.0,60.0,110.0,8.0,0.0,0.7549695244991482,-0.5964136128361863,-0.511906002810458,-0.47235943000677805,50.76,60.0
60.0,60.0,90.0,8.0,0.0,0.7549695244991482,-0.6116140597996856,-0.5655441558145977,-0.48176274441432965,50.645,60.0
56.666666666666664,60.0,60.0,9.0,0.0,0.7549695244991482,-0.6116140597996856,-0.593321056477457,-0.4911660588218811,50.42,50.0
56.666666666666664,50.0,60.0,9.0,0.0,0.7549695244991482,-0.6116140597996856,-0.6317708549319567,-0.4754938681426294,50.1566666666667,60.0
53.333333333333336,60.0,60.0,9.0,0.0,0.7549695244991482,-0.6116140597996856,-0.637244135850746,-0.4598216774633755,50.0266666666667,50.0
46.666666666666664,50.0,50.0,9.0,0.0,0.7549695244991482,-0.6116140597996856,-0.6273922301969242,-0.4441494867841238,49.8266666666667,30.0
40.0,30.0,60.0,9.0,0.0,0.7549695244991482,-0.6283345514595708,-0.621918949278135,-0.4284772961048721,49.6633333333333,40.0
33.333333333333336,40.0,50.0,9.0,0.0,0.7549695244991482,-0.6283345514595708,-0.5989311694192174,-0.4128051054256182,49.59,30.0
81.66666666666667,30.0,30.0,10.0,0.0,0.7549695244991482,-0.6617755347792895,-0.566091483906478,-0.3971329147463665,49.4666666666667,175.0
126.66666666666667,175.0,40.0,10.0,0.0,0.699043777871586,-0.6617755347792895,-0.522305236556158,-0.3626540952520118,49.4,175.0
175.0,175.0,30.0,10.0,0.0,0.643118031244017,-0.6450550431194059,-0.47304570828704895,-0.32817527575765526,49.26,175.0
133.33333333333334,175.0,175.0,10.0,10.0,0.5871922846164547,-0.6116140597996856,-0.4522472407956469,-0.29369645626330054,49.2,50.0
95.0,50.0,175.0,10.0,0.0,0.5312665379888925,-0.5964136128361863,-0.42323885192606153,-0.2592176367689458,49.09,60.0
56.666666666666664,60.0,175.0,10.0,0.0,0.47534079136132346,-0.5964136128361863,-0.41229229008848106,-0.22473881727458914,49.09,60.0
56.666666666666664,60.0,50.0,11.0,0.0,0.4194150447337611,-0.5964136128361863,-0.3909464945052004,-0.19025999778023442,49.0,50.0
53.333333333333336,50.0,60.0,11.0,0.0,0.36348929810619884,-0.5660127189091357,-0.34716024715488064,-0.17145336896513158,48.933333333333294,50.0
50.0,50.0,60.0,11.0,0.0,0.3075635514786299,-0.5660127189091357,-0.341139638144213,-0.15264674015002874,48.59,50.0
53.333333333333336,50.0,50.0,11.0,0.0,0.25163780485106757,-0.5660127189091357,-0.31924651446905217,-0.13384011133492574,48.463333333333296,60.0
56.666666666666664,60.0,50.0,11.0,0.0,0.1957120582235053,-0.5660127189091357,-0.2735446187971571,-0.11503348251982289,48.19,60.0
60.0,60.0,50.0,11.0,0.0,0.13978631159593632,-0.5432120484638624,-0.2426205816059947,-0.09622685370471988,47.9666666666667,60.0
60.0,60.0,60.0,12.0,0.0,0.08386056496837405,-0.5204113780185875,-0.23167401976841434,-0.07742022488961703,47.8266666666667,60.0
98.33333333333333,60.0,60.0,12.0,0.0,0.06149026631735046,-0.5204113780185875,-0.21689616128768163,-0.06174803421036533,47.59,175.0
136.66666666666666,175.0,60.0,12.0,0.0,0.039119967666320206,-0.5204113780185875,-0.2059495994501013,-0.046075843531111625,47.545,175.0
173.33333333333334,175.0,60.0,12.0,0.0,0.016749669015296623,-0.5204113780185875,-0.1605213678241462,-0.03040365285185976,47.3522222222222,170.0
173.33333333333334,170.0,175.0,12.0,0.0,-0.005620629635726957,-0.5204113780185875,-0.12877633849516373,-0.014731462172608059,47.2,175.0
145.0,175.0,175.0,12.0,0.0,-0.027990928286757213,-0.5204113780185875,-0.07842215404229766,0.0009407285066454797,47.2,90.0
108.33333333333333,90.0,170.0,13.0,0.0,-0.05036122693778079,-0.5204113780185875,-0.06747559220471731,0.016612919185897513,47.1266666666667,60.0
108.33333333333333,60.0,175.0,13.0,0.0,-0.027990928286757213,-0.5660127189091357,-0.08389543496108696,0.0009407285066454797,47.23,175.0
121.66666666666667,175.0,90.0,13.0,0.0,-0.005620629635726957,-0.5660127189091357,-0.07294887312350662,-0.014731462172608059,47.29,130.0
148.33333333333334,130.0,60.0,13.0,0.0,0.016749669015296623,-0.5660127189091357,-0.041751171886404405,-0.03040365285185976,47.33,140.0
148.33333333333334,140.0,175.0,13.0,0.0,0.039119967666320206,-0.5660127189091357,-0.06254963937780636,-0.046075843531111625,47.2825,175.0
121.66666666666667,175.0,130.0,13.0,0.0,0.06149026631735046,-0.5660127189091357,-0.047224452805195306,-0.06174803421036533,47.1371428571429,50.0
95.0,50.0,140.0,14.0,0.0,0.08386056496837405,-0.5660127189091357,-0.036277890967614815,-0.07742022488961703,47.0113333333333,60.0
56.666666666666664,60.0,175.0,14.0,0.0,0.027934818340811754,-0.5660127189091357,-0.057623686550895704,-0.08055466302546817,46.91666666666671,60.0
60.0,60.0,50.0,14.0,0.0,-0.027990928286757213,-0.5660127189091357,-0.07842215404229766,-0.08368910116131731,46.863333333333294,60.0
98.33333333333333,60.0,60.0,14.0,0.0,-0.0839166749143195,-0.5660127189091357,-0.10113626985527523,-0.08682353929716845,46.79,175.0
136.66666666666666,175.0,60.0,14.0,0.0,-0.13984242154188178,-0.5964136128361863,-0.16599464874293549,-0.0899579774330196,47.0,175.0
140.0,175.0,60.0,14.0,0.0,-0.19576816816945075,-0.6116140597996856,-0.15504808690535513,-0.0930924155688689,46.933333333333294,70.0
98.33333333333333,70.0,175.0,15.0,0.0,-0.25169391479701303,-0.6116140597996856,-0.15504808690535513,-0.09622685370471988,47.0,50.0
53.333333333333336,50.0,175.0,15.0,0.0,-0.18458301884393563,-0.6116140597996856,-0.17694121058051598,-0.11503348251982289,47.0,40.0
43.333333333333336,40.0,70.0,15.0,0.0,-0.11747212289085822,-0.6450550431194059,-0.25356714344357345,-0.13384011133492574,46.9,40.0
36.666666666666664,40.0,50.0,15.0,0.0,-0.05036122693778079,-0.5964136128361863,-0.2426205816059947,-0.15264674015002874,46.6725,30.0
33.333333333333336,30.0,40.0,15.0,0.0,0.016749669015296623,-0.5660127189091357,-0.1605213678241462,-0.17145336896513158,46.53,30.0
30.0,30.0,40.0,15.0,0.0,0.08386056496837405,-0.5508122719456348,-0.14957480598656583,-0.19025999778023442,46.223333333333294,30.0
30.0,30.0,30.0,16.0,0.0,0.15097146092145147,-0.5204113780185875,-0.1605213678241462,-0.20906662659533742,45.980833333333294,30.0
33.333333333333336,30.0,30.0,16.0,0.0,0.07267541564285891,-0.5494304131307709,-0.19445570952064245,-0.20279775032363714,45.8877777777778,40.0
40.0,40.0,30.0,16.0,0.0,-0.005620629635726957,-0.552332316641972,-0.2272953950333819,-0.19652887405193487,45.81,50.0
43.333333333333336,50.0,30.0,16.0,0.0,-0.0839166749143195,-0.5660127189091357,-0.2590404243623645,-0.19025999778023442,45.79,40.0
43.333333333333336,40.0,40.0,16.0,0.0,-0.16221272019291205,-0.594513556965729,-0.2935220941507409,-0.18399112150853414,45.7245454545455,40.0
40.0,40.0,50.0,16.0,0.0,-0.24050876547149794,-0.6081062643465721,-0.28257553231316035,-0.17772224523683186,45.711875,40.0
46.666666666666664,40.0,40.0,17.0,0.0,-0.3188048107500905,-0.6116140597996856,-0.2880488132319498,-0.17145336896513158,45.79,60.0
53.333333333333336,60.0,40.0,17.0,10.0,-0.2069533174949592,-0.6116140597996856,-0.29899537506953017,-0.2059321884594863,45.808333333333294,60.0
98.33333333333333,60.0,40.0,17.0,20.0,-0.09510182423983464,-0.6161741938887413,-0.29899537506953017,-0.24041100795384301,45.9,175.0
136.66666666666666,175.0,60.0,17.0,20.0,0.016749669015296623,-0.656202037559344,-0.3039213278964411,-0.27488982744819757,46.0,175.0
175.0,175.0,60.0,17.0,40.0,0.1286011622704279,-0.6617755347792895,-0.32471979538784324,-0.3093686469425523,46.0,175.0
175.0,175.0,175.0,17.0,30.0,0.24045265552555248,-0.6617755347792895,-0.39149382259707893,-0.343847466436909,46.1266666666667,175.0
143.33333333333334,175.0,175.0,18.0,40.0,0.3523041487806837,-0.6769759817427905,-0.4352800699473987,-0.3783262859312635,46.33333333333329,80.0
115.0,80.0,175.0,18.0,30.0,0.4194150447337611,-0.6769759817427905,-0.4681197554601382,-0.3971329147463665,46.6266666666667,90.0
80.0,90.0,175.0,18.0,20.0,0.4865259406868386,-0.6450550431194059,-0.48891822295154025,-0.4159395435614694,46.83333333333329,70.0
66.66666666666667,70.0,80.0,18.0,10.0,0.553636836639916,-0.6116140597996856,-0.48891822295154025,-0.43474617237657237,47.0266666666667,40.0
50.0,40.0,90.0,18.0,0.0,0.6207477325929934,-0.5204113780185875,-0.4779716611139599,-0.45355280119167524,46.9,40.0
36.666666666666664,40.0,70.0,18.0,0.0,0.6878586285460708,-0.49989077461783954,-0.49439150387032954,-0.47235943000677805,46.7675,30.0
40.0,30.0,40.0,19.0,0.0,0.7549695244991482,-0.4793701712170932,-0.49439150387032954,-0.4911660588218811,46.645,50.0
43.333333333333336,50.0,40.0,19.0,0.0,0.7773398231501718,-0.44288909850465297,-0.499864784789119,-0.5005693732294325,46.5,50.0
53.333333333333336,50.0,30.0,19.0,0.0,0.799710121801202,-0.4337688303265433,-0.499864784789119,-0.5099726876369839,46.56,60.0
53.333333333333336,60.0,50.0,19.0,0.0,0.8220804204522256,-0.4337688303265433,-0.48891822295154025,-0.5193760020445354,46.9,50.0
56.666666666666664,50.0,50.0,19.0,0.0,0.8444507191032492,-0.4337688303265433,-0.48891822295154025,-0.528779316452087,47.1266666666667,60.0
56.666666666666664,60.0,60.0,19.0,0.0,0.8668210177542796,-0.4337688303265433,-0.5392724074044063,-0.5381826308596384,47.26,60.0
60.0,60.0,50.0,20.0,0.0,0.8891913164053031,-0.4337688303265433,-0.5764907176521781,-0.5475859452671897,47.3266666666667,60.0
56.666666666666664,60.0,60.0,20.0,0.0,0.8668210177542796,-0.44896927729004427,-0.5819639985709675,-0.5413170689954895,47.4,50.0
53.333333333333336,50.0,60.0,20.0,0.0,0.8444507191032492,-0.4793701712170932,-0.5551449220688974,-0.5350481927237872,47.4,50.0
50.0,50.0,60.0,20.0,0.0,0.8220804204522256,-0.4793701712170932,-0.5452930164150758,-0.528779316452087,47.4,50.0
50.0,50.0,50.0,20.0,0.0,0.799710121801202,-0.49305057348425685,-0.5502189692419867,-0.5225104401803866,47.4,50.0
50.0,50.0,50.0,20.0,0.0,0.7773398231501718,-0.5204113780185875,-0.5819639985709675,-0.5162415639086844,47.4,50.0
53.333333333333336,50.0,50.0,21.0,0.0,0.7549695244991482,-0.5204113780185875,-0.5989311694192174,-0.5099726876369839,47.4,60.0
56.666666666666664,60.0,50.0,21.0,0.0,0.7214140765226096,-0.5204113780185875,-0.5989311694192174,-0.4911660588218811,47.3266666666667,60.0
53.333333333333336,60.0,50.0,21.0,0.0,0.6878586285460708,-0.5660127189091357,-0.5764907176521781,-0.47235943000677805,47.29,40.0
43.333333333333336,40.0,60.0,21.0,0.0,0.6543031805695321,-0.5660127189091357,-0.5655441558145977,-0.45355280119167524,47.29,30.0
33.333333333333336,30.0,60.0,21.0,20.0,0.6207477325929934,-0.5913467971816833,-0.5398197354962864,-0.43474617237657237,47.29,30.0
30.0,30.0,40.0,21.0,10.0,0.5871922846164547,-0.6116140597996856,-0.5288731736587059,-0.4159395435614694,47.4816666666667,30.0
33.333333333333336,30.0,30.0,22.0,0.0,0.553636836639916,-0.6116140597996856,-0.5053380657079101,-0.3971329147463665,47.705454545454494,40.0
40.0,40.0,30.0,22.0,10.0,0.5088962393378621,-0.6116140597996856,-0.48344494203274924,-0.3908640384746662,48.3425,50.0
46.666666666666664,50.0,30.0,22.0,0.0,0.464155642035815,-0.6116140597996856,-0.4631938026332272,-0.38459516220296397,48.8417647058824,50.0
50.0,50.0,40.0,22.0,0.0,0.4194150447337611,-0.6523702582206142,-0.4631938026332272,-0.3783262859312635,49.3227272727273,50.0
46.666666666666664,50.0,50.0,22.0,0.0,0.3746744474317073,-0.6617755347792895,-0.4467739598768574,-0.37205740965956324,49.664375,40.0
46.666666666666664,40.0,50.0,22.0,0.0,0.32993385012966014,-0.6617755347792895,-0.43322758960285246,-0.36578853338786094,50.0590909090909,50.0
43.333333333333336,50.0,50.0,23.0,0.0,0.2851932528276063,-0.6617755347792895,-0.41776557100727046,-0.3595196571161607,50.39,40.0
43.333333333333336,40.0,40.0,23.0,0.0,0.24045265552555248,-0.6990857227806562,-0.3958724473321114,-0.343847466436909,50.5671428571429,40.0
40.0,40.0,50.0,23.0,0.0,0.1957120582235053,-0.7073768756698394,-0.38602054167828964,-0.32817527575765526,50.8828571428571,40.0
40.0,40.0,40.0,23.0,0.0,0.15097146092145147,-0.7073768756698394,-0.3646747460950089,-0.3125030850784034,51.25,40.0
43.333333333333336,40.0,40.0,23.0,0.0,0.10623086361939763,-0.7073768756698394,-0.3646747460950089,-0.2968308943991517,51.465,50.0
46.666666666666664,50.0,40.0,23.0,0.0,0.06149026631735046,-0.7142170768034221,-0.3466129190630023,-0.281158703719898,51.59,50.0
50.0,50.0,40.0,0.0,0.0,0.016749669015296623,-0.7484180824713337,-0.335666357225422,-0.26548651304064613,51.63125,50.0
43.333333333333336,50.0,50.0,0.0,0.0,0.10623086361939763,-0.7484180824713337,-0.3137732335502629,-0.2874275799916003,51.7942857142857,30.0
33.333333333333336,30.0,50.0,0.0,0.0,0.1957120582235053,-0.7484180824713337,-0.3137732335502629,-0.3093686469425523,51.925,20.0
26.666666666666668,20.0,50.0,0.0,0.0,0.2851932528276063,-0.7525636589159269,-0.358106808992461,-0.3313097138935062,52.1855555555556,30.0
23.333333333333332,30.0,30.0,0.0,0.0,0.3746744474317073,-0.7585517137803349,-0.3909464945052004,-0.3532507808444604,52.25,20.0
30.0,20.0,20.0,0.0,0.0,0.464155642035815,-0.7744759915516669,-0.3958724473321114,-0.37519184779541254,52.3214285714286,40.0
36.666666666666664,40.0,30.0,1.0,0.0,0.553636836639916,-0.794019423361882,-0.38602054167828964,-0.3971329147463665,52.29,50.0
50.0,50.0,20.0,1.0,0.0,0.5871922846164547,-0.794019423361882,-0.3958724473321114,-0.3971329147463665,52.433333333333294,60.0
53.333333333333336,60.0,40.0,1.0,0.0,0.6207477325929934,-0.794019423361882,-0.4068190091696917,-0.3971329147463665,52.6333333333333,50.0
50.0,50.0,50.0,1.0,0.0,0.6543031805695321,-0.799086239016385,-0.41229229008848106,-0.3971329147463665,53.1733333333333,40.0
